conference,url,title,authors,abstract
emnlp,https://aclanthology.org/D10-1042.pdf,Mining Name Translations from Entity Graph Mapping,"Gae-won You,Seung-won Hwang,Young-In Song,Long Jiang,Zaiqing Nie",None
emnlp,https://aclanthology.org/D10-1043.pdf,Non-Isomorphic Forest Pair Translation,"Hui Zhang,Min Zhang,Haizhou Li,Eng Siong Chng",None
emnlp,https://aclanthology.org/D10-1044.pdf,Discriminative Instance Weighting for Domain Adaptation in Statistical Machine Translation,"George Foster,Cyril Goutte,Roland Kuhn",None
emnlp,https://aclanthology.org/D10-1045.pdf,NLP on Spoken Documents Without ASR,"Mark Dredze,Aren Jansen,Glen Coppersmith,Ken Church",None
emnlp,https://aclanthology.org/D10-1046.pdf,Fusing Eye Gaze with Speech Recognition Hypotheses to Resolve Exophoric References in Situated Dialogue,"Zahar Prasov,Joyce Y. Chai",None
emnlp,https://aclanthology.org/D10-1047.pdf,Multi-Document Summarization Using A* Search and Discriminative Learning,"Ahmet Aker,Trevor Cohn,Robert Gaizauskas",None
emnlp,https://aclanthology.org/D10-1048.pdf,A Multi-Pass Sieve for Coreference Resolution,"Karthik Raghunathan,Heeyoung Lee,Sudarshan Rangarajan,Nathanael Chambers,Mihai Surdeanu,Dan Jurafsky,Christopher Manning",None
emnlp,https://aclanthology.org/D10-1049.pdf,A Simple Domain-Independent Probabilistic Approach to Generation,"Gabor Angeli,Percy Liang,Dan Klein",None
emnlp,https://aclanthology.org/D10-1050.pdf,Title Generation with Quasi-Synchronous Grammar,"Kristian Woodsend,Yansong Feng,Mirella Lapata",None
emnlp,https://aclanthology.org/D10-1051.pdf,Automatic Analysis of Rhythmic Poetry with Applications to Generation and Translation,"Erica Greene,Tugba Bodrumlu,Kevin Knight",None
emnlp,https://aclanthology.org/D10-1052.pdf,Discriminative Word Alignment with a Function Word Reordering Model,"Hendra Setiawan,Chris Dyer,Philip Resnik",None
emnlp,https://aclanthology.org/D10-1053.pdf,Hierarchical Phrase-Based Translation Grammars Extracted from Alignment Posterior Probabilities,"Adrià de Gispert,Juan Pino,William Byrne",None
emnlp,https://aclanthology.org/D10-1054.pdf,Maximum Entropy Based Phrase Reordering for Hierarchical Phrase-Based Translation,"Zhongjun He,Yao Meng,Hao Yu",None
emnlp,https://aclanthology.org/D10-1055.pdf,Further Meta-Evaluation of Broad-Coverage Surface Realization,"Dominic Espinosa,Rajakrishnan Rajkumar,Michael White,Shoshana Berleant",None
emnlp,https://aclanthology.org/D10-1056.pdf,Two Decades of Unsupervised POS Induction: How Far Have We Come?,"Christos Christodoulopoulos,Sharon Goldwater,Mark Steedman",None
emnlp,https://aclanthology.org/D10-1057.pdf,We’re Not in Kansas Anymore: Detecting Domain Changes in Streams,"Mark Dredze,Tim Oates,Christine Piatko",None
emnlp,https://aclanthology.org/D10-1058.pdf,A Fast Fertility Hidden Markov Model for Word Alignment Using MCMC,"Shaojun Zhao,Daniel Gildea",None
emnlp,https://aclanthology.org/D10-1059.pdf,Minimum Error Rate Training by Sampling the Translation Lattice,"Samidh Chatterjee,Nicola Cancedda",None
emnlp,https://aclanthology.org/D10-1060.pdf,Statistical Machine Translation with a Factorized Grammar,"Libin Shen,Bing Zhang,Spyros Matsoukas,Jinxi Xu,Ralph Weischedel",None
emnlp,https://aclanthology.org/D10-1061.pdf,Discriminative Sample Selection for Statistical Machine Translation,"Sankaranarayanan Ananthakrishnan,Rohit Prasad,David Stallard,Prem Natarajan",None
emnlp,https://aclanthology.org/D10-1062.pdf,Effects of Empty Categories on Machine Translation,"Tagyoung Chung,Daniel Gildea",None
emnlp,https://aclanthology.org/D10-1063.pdf,SCFG Decoding Without Binarization,"Mark Hopkins,Greg Langmead",None
emnlp,https://aclanthology.org/D10-1064.pdf,Example-Based Paraphrasing for Improved Phrase-Based Statistical Machine Translation,Aurélien Max,None
emnlp,https://aclanthology.org/D10-1065.pdf,Combining Unsupervised and Supervised Alignments for MT: An Empirical Study,"Jinxi Xu,Antti-Veikko Rosti",None
emnlp,https://aclanthology.org/D10-1066.pdf,Top-Down Nearly-Context-Sensitive Parsing,Eugene Charniak,None
emnlp,https://aclanthology.org/D10-1067.pdf,Improved Fully Unsupervised Parsing with Zoomed Learning,"Roi Reichart,Ari Rappoport",None
emnlp,https://aclanthology.org/D10-1068.pdf,Unsupervised Parse Selection for HPSG,"Rebecca Dridan,Timothy Baldwin",None
emnlp,https://aclanthology.org/D10-1069.pdf,Uptraining for Accurate Deterministic Question Parsing,"Slav Petrov,Pi-Chuan Chang,Michael Ringgaard,Hiyan Alshawi",None
emnlp,https://aclanthology.org/D10-1070.pdf,A Unified Framework for Scope Learning via Simplified Shallow Semantic Parsing,"Qiaoming Zhu,Junhui Li,Hongling Wang,Guodong Zhou",None
emnlp,https://aclanthology.org/D10-1071.pdf,A New Approach to Lexical Disambiguation of Arabic Text,"Rushin Shah,Paramveer S. Dhillon,Mark Liberman,Dean Foster,Mohamed Maamouri,Lyle Ungar",None
emnlp,https://aclanthology.org/D10-1072.pdf,What a Parser Can Learn from a Semantic Role Labeler and Vice Versa,"Stephen Boxwell,Dennis Mehay,Chris Brew",None
emnlp,https://aclanthology.org/D10-1073.pdf,Word Sense Induction & Disambiguation Using Hierarchical Random Graphs,"Ioannis Klapaftis,Suresh Manandhar",None
emnlp,https://aclanthology.org/D10-1074.pdf,Towards Conversation Entailment: An Empirical Investigation,"Chen Zhang,Joyce Chai",None
emnlp,https://aclanthology.org/D10-1075.pdf,The Necessity of Combining Adaptation Methods,"Ming-Wei Chang,Michael Connor,Dan Roth",None
emnlp,https://aclanthology.org/D10-1076.pdf,Training Continuous Space Language Models: Some Practical Issues,"Hai Son Le,Alexandre Allauzen,Guillaume Wisniewski,François Yvon",None
emnlp,https://aclanthology.org/D10-1077.pdf,Enhancing Domain Portability of Chinese Segmentation Model Using Chi-Square Statistics and Bootstrapping,"Baobao Chang,Dongxu Han",None
emnlp,https://aclanthology.org/D10-1078.pdf,Latent-Descriptor Clustering for Unsupervised POS Induction,"Michael Lamar,Yariv Maron,Elie Bienenstock",None
emnlp,https://aclanthology.org/D10-1079.pdf,A Probabilistic Morphological Analyzer for Syriac,"Peter McClanahan,George Busby,Robbie Haertel,Kristian Heal,Deryle Lonsdale,Kevin Seppi,Eric Ringger",None
emnlp,https://aclanthology.org/D10-1080.pdf,Lessons Learned in Part-of-Speech Tagging of Conversational Speech,"Vladimir Eidelman,Zhongqiang Huang,Mary Harper",None
emnlp,https://aclanthology.org/D10-1081.pdf,An Efficient Algorithm for Unsupervised Word Segmentation with Branching Entropy and MDL,"Valentin Zhikov,Hiroya Takamura,Manabu Okumura",None
emnlp,https://aclanthology.org/D10-1082.pdf,A Fast Decoder for Joint Word Segmentation and POS-Tagging Using a Single Discriminative Model,"Yue Zhang,Stephen Clark",None
emnlp,https://aclanthology.org/D10-1083.pdf,Simple Type-Level Unsupervised POS Tagging,"Yoong Keok Lee,Aria Haghighi,Regina Barzilay",None
emnlp,https://aclanthology.org/D10-1084.pdf,Classifying Dialogue Acts in One-on-One Live Chats,"Su Nam Kim,Lawrence Cavedon,Timothy Baldwin",None
emnlp,https://aclanthology.org/D10-1085.pdf,Resolving Event Noun Phrases to Their Verbal Mentions,"Bin Chen,Jian Su,Chew Lim Tan",None
emnlp,https://aclanthology.org/D10-1086.pdf,A Tree Kernel-Based Unified Framework for Chinese Zero Anaphora Resolution,"Fang Kong,Guodong Zhou",None
emnlp,https://aclanthology.org/D10-1087.pdf,Automatic Comma Insertion for Japanese Text Generation,"Masaki Murata,Tomohiro Ohno,Shigeki Matsubara",None
emnlp,https://aclanthology.org/D10-1088.pdf,Using Unknown Word Techniques to Learn Known Words,"Kostadin Cholakov,Gertjan van Noord",None
emnlp,https://aclanthology.org/D10-1089.pdf,WikiWars: A New Corpus for Research on Temporal Expressions,"Pawel Mazur,Robert Dale",None
emnlp,https://aclanthology.org/D10-1090.pdf,PEM: A Paraphrase Evaluation Metric Exploiting Parallel Texts,"Chang Liu,Daniel Dahlmeier,Hwee Tou Ng",None
emnlp,https://aclanthology.org/D10-1091.pdf,Assessing Phrase-Based Translation Models with Oracle Decoding,"Guillaume Wisniewski,Alexandre Allauzen,François Yvon",None
emnlp,https://aclanthology.org/D10-1092.pdf,Automatic Evaluation of Translation Quality for Distant Language Pairs,"Hideki Isozaki,Tsutomu Hirao,Kevin Duh,Katsuhito Sudoh,Hajime Tsukada",None
emnlp,https://aclanthology.org/D10-1093.pdf,An Approach of Generating Personalized Views from Normalized Electronic Dictionaries : A Practical Experiment on Arabic Language,"Aida Khemakhem,Bilel Gargouri,Abdelmajid Ben Hamadou",None
emnlp,https://aclanthology.org/D10-1094.pdf,Generating Confusion Sets for Context-Sensitive Error Correction,"Alla Rozovskaya,Dan Roth",None
emnlp,https://aclanthology.org/D10-1095.pdf,Confidence in Structured-Prediction Using Confidence-Weighted Models,"Avihai Mejer,Koby Crammer",None
emnlp,https://aclanthology.org/D10-1096.pdf,Evaluating the Impact of Alternative Dependency Graph Encodings on Solving Event Extraction Tasks,"Ekaterina Buyko,Udo Hahn",None
emnlp,https://aclanthology.org/D10-1097.pdf,Enhancing Mention Detection Using Projection via Aligned Corpora,"Yassine Benajiba,Imed Zitouni",None
emnlp,https://aclanthology.org/D10-1098.pdf,Domain Adaptation of Rule-Based Annotators for Named-Entity Recognition Tasks,"Laura Chiticariu,Rajasekar Krishnamurthy,Yunyao Li,Frederick Reiss,Shivakumar Vaithyanathan",None
emnlp,https://aclanthology.org/D10-1099.pdf,Collective Cross-Document Relation Extraction Without Labelled Data,"Limin Yao,Sebastian Riedel,Andrew McCallum",None
emnlp,https://aclanthology.org/D10-1100.pdf,Automatic Detection and Classification of Social Events,"Apoorv Agarwal,Owen Rambow",None
emnlp,https://aclanthology.org/D10-1101.pdf,Extracting Opinion Targets in a Single and Cross-Domain Setting with Conditional Random Fields,"Niklas Jakob,Iryna Gurevych",None
emnlp,https://aclanthology.org/D10-1102.pdf,Multi-Level Structured Models for Document-Level Sentiment Classification,"Ainur Yessenalina,Yisong Yue,Claire Cardie",None
emnlp,https://aclanthology.org/D10-1103.pdf,Cross Language Text Classification by Model Translation and Semi-Supervised Learning,"Lei Shi,Rada Mihalcea,Mingjun Tian",None
emnlp,https://aclanthology.org/D10-1104.pdf,SRL-Based Verb Selection for ESL,"Xiaohua Liu,Bo Han,Kuan Li,Stephan Hyeonjun Stiller,Ming Zhou",None
emnlp,https://aclanthology.org/D10-1105.pdf,Context Comparison of Bursty Events in Web Search and Online Media,"Yunliang Jiang,Cindy Xide Lin,Qiaozhu Mei",None
emnlp,https://aclanthology.org/D10-1106.pdf,Learning First-Order Horn Clauses from Web Text,"Stefan Schoenmackers,Jesse Davis,Oren Etzioni,Daniel Weld",None
emnlp,https://aclanthology.org/D10-1107.pdf,Constraints Based Taxonomic Relation Classification,"Quang Do,Dan Roth",None
emnlp,https://aclanthology.org/D10-1108.pdf,A Semi-Supervised Method to Learn and Construct Taxonomies Using the Web,"Zornitsa Kozareva,Eduard Hovy",None
emnlp,https://aclanthology.org/D10-1109.pdf,Function-Based Question Classification for General QA,"Fan Bu,Xingwei Zhu,Yu Hao,Xiaoyan Zhu",None
emnlp,https://aclanthology.org/D10-1110.pdf,Learning Recurrent Event Queries for Web Search,"Ruiqiang Zhang,Yuki Konda,Anlei Dong,Pranam Kolari,Yi Chang,Zhaohui Zheng",None
emnlp,https://aclanthology.org/D10-1111.pdf,Staying Informed: Supervised and Semi-Supervised Multi-View Topical Analysis of Ideological Perspective,"Amr Ahmed,Eric Xing",None
emnlp,https://aclanthology.org/D10-1112.pdf,Word-Based Dialect Identification with Georeferenced Rules,"Yves Scherrer,Owen Rambow",None
emnlp,https://aclanthology.org/D10-1113.pdf,Measuring Distributional Similarity in Context,"Georgiana Dinu,Mirella Lapata",None
emnlp,https://aclanthology.org/D10-1114.pdf,A Mixture Model with Sharing for Lexical Semantics,"Joseph Reisinger,Raymond Mooney",None
emnlp,https://aclanthology.org/D10-1115.pdf,"Nouns are Vectors, Adjectives are Matrices: Representing Adjective-Noun Constructions in Semantic Space","Marco Baroni,Roberto Zamparelli",None
emnlp,https://aclanthology.org/D10-1116.pdf,Practical Linguistic Steganography Using Contextual Synonym Substitution and Vertex Colour Coding,"Ching-Yun Chang,Stephen Clark",None
emnlp,https://aclanthology.org/D10-1117.pdf,Unsupervised Induction of Tree Substitution Grammars for Dependency Parsing,"Phil Blunsom,Trevor Cohn",None
emnlp,https://aclanthology.org/D10-1118.pdf,It Depends on the Translation: Unsupervised Dependency Parsing via Word Alignment,Samuel Brody,None
emnlp,https://aclanthology.org/D10-1119.pdf,Inducing Probabilistic CCG Grammars from Logical Form with Higher-Order Unification,"Tom Kwiatkowksi,Luke Zettlemoyer,Sharon Goldwater,Mark Steedman",None
emnlp,https://aclanthology.org/D10-1120.pdf,Using Universal Linguistic Knowledge to Guide Grammar Induction,"Tahira Naseem,Harr Chen,Regina Barzilay,Mark Johnson",None
emnlp,https://aclanthology.org/D10-1121.pdf,What’s with the Attitude? Identifying Sentences with Attitude in Online Discussions,"Ahmed Hassan,Vahed Qazvinian,Dragomir Radev",None
emnlp,https://aclanthology.org/D10-1122.pdf,Hashing-Based Approaches to Spelling Correction of Personal Names,"Raghavendra Udupa,Shaishav Kumar",None
emnlp,https://aclanthology.org/D10-1123.pdf,Identifying Functional Relations in Web Text,"Thomas Lin,Mausam,Oren Etzioni",None
emnlp,https://aclanthology.org/D10-1124.pdf,A Latent Variable Model for Geographic Lexical Variation,"Jacob Eisenstein,Brendan O’Connor,Noah A. Smith,Eric P. Xing",None
emnlp,https://aclanthology.org/D10-1125.pdf,Dual Decomposition for Parsing with Non-Projective Head Automata,"Terry Koo,Alexander M. Rush,Michael Collins,Tommi Jaakkola,David Sontag",None
